match_id,date,map,team_a_players,team_b_players,queue
1082124,2024-12-07,Land Nomad,"[509251341105889280, 1229885069217370293, 435111409320198167]","[1241745368077697135, 354904864066764804, 736088924115435550]",4v4
1082099,2024-12-07,Land Nomad,"[649505118152294421, 695276693362835466, 354990093980663809, 1010781418458206329]","[1241745368077697135, 509251341105889280, 1093481859607957514, 736088924115435550]",4v4
1082098,2024-12-07,Land Nomad,"[1241745368077697135, 354990093980663809, 1010781418458206329, 1093481859607957514]","[509251341105889280, 649505118152294421, 715923016412037221, 736088924115435550]",4v4
1082085,2024-12-07,Land Nomad,"[1241745368077697135, 509251341105889280, 715923016412037221, 1010781418458206329]","[354904864066764804, 649505118152294421, 695276693362835466, 435111409320198167]",4v4
1082080,2024-12-07,Land Nomad,"[1241745368077697135, 649505118152294421, 695276693362835466, 736088924115435550]","[354904864066764804, 509251341105889280, 435111409320198167, 715923016412037221]",4v4
1082062,2024-12-07,Land Nomad,"[1241745368077697135, 695276693362835466, 1010781418458206329]","[354904864066764804, 649505118152294421, 715923016412037221]",4v4
1082047,2024-12-07,Land Nomad,"[354904864066764804, 649505118152294421, 1229885069217370293, 435111409320198167]","[1241745368077697135, 695276693362835466, 1024061084233125888, 1010781418458206329]",4v4
1082043,2024-12-07,Land Nomad,"[1241745368077697135, 1024061084233125888, 435111409320198167, 354990093980663809]","[354904864066764804, 1229885069217370293, 695276693362835466, 1010781418458206329]",4v4
1082018,2024-12-07,Land Nomad,"[695276693362835466, 1024061084233125888, 715923016412037221]","[354904864066764804, 1010781418458206329, 354990093980663809]",4v4
1078633,2024-12-01,Land Nomad,"[695309066771365970, 328978193312776212, 739435983707308062]","[509251341105889280, 649505118152294421, 1010781418458206329]",4v4
1078579,2024-12-01,Land Nomad,"[695276693362835466, 511604233267707925, 739435983707308062, 828672992976437267]","[649505118152294421, 328978193312776212, 1010781418458206329, 354990093980663809]",4v4
1078541,2024-12-01,Land Nomad,"[695276693362835466, 739435983707308062, 1010781418458206329, 354990093980663809]","[1033770965127135333, 328978193312776212, 828672992976437267, 736088924115435550]",4v4
1078518,2024-12-01,Land Nomad,"[649505118152294421, 695276693362835466, 354990093980663809, 736088924115435550]","[328978193312776212, 511604233267707925, 828672992976437267, 1093481859607957514]",4v4
1078491,2024-12-01,Land Nomad,"[649505118152294421, 695276693362835466, 828672992976437267, 1093481859607957514]","[695309066771365970, 328978193312776212, 1010781418458206329, 736088924115435550]",4v4
1078405,2024-12-01,Land Nomad,"[649505118152294421, 511604233267707925, 736088924115435550]","[695276693362835466, 1010781418458206329, 715923016412037221]",4v4
1078376,2024-12-01,Land Nomad,"[1033770965127135333, 649505118152294421, 354990093980663809, 736088924115435550]","[695276693362835466, 511604233267707925, 435111409320198167, 1010781418458206329]",4v4
1078368,2024-12-01,Land Nomad,"[1033770965127135333, 649505118152294421, 695276693362835466, 736088924115435550]","[509251341105889280, 511604233267707925, 435111409320198167, 1010781418458206329]",4v4
1078343,2024-12-01,Land Nomad,"[751100943218507815, 328978193312776212, 511604233267707925, 1010781418458206329]","[509251341105889280, 695276693362835466, 435111409320198167, 797796953269338133]",4v4
1078337,2024-12-01,Land Nomad,"[1033770965127135333, 509251341105889280, 797796953269338133, 1010781418458206329]","[751100943218507815, 695276693362835466, 511604233267707925, 435111409320198167]",4v4
1078321,2024-12-01,Land Nomad,"[622810653878648873, 695276693362835466, 328978193312776212, 354990093980663809]","[509251341105889280, 751100943218507815, 435111409320198167, 736088924115435550]",4v4
1078293,2024-12-01,Land Nomad,"[509251341105889280, 751100943218507815, 715923016412037221, 1010781418458206329]","[1033770965127135333, 328978193312776212, 435111409320198167, 797796953269338133]",4v4
1078288,2024-12-01,Land Nomad,"[649505118152294421, 622810653878648873, 511604233267707925, 736088924115435550]","[1229885069217370293, 695276693362835466, 739435983707308062, 354990093980663809]",4v4
1078284,2024-12-01,Land Nomad,"[622810653878648873, 328978193312776212, 435111409320198167, 739435983707308062]","[649505118152294421, 695276693362835466, 511604233267707925, 354990093980663809]",4v4
1078278,2024-12-01,Land Nomad,"[458557005385302026, 328978193312776212, 695276693362835466, 736088924115435550]","[1033770965127135333, 509251341105889280, 739435983707308062, 1010781418458206329]",4v4
1078268,2024-12-01,Land Nomad,"[509251341105889280, 435111409320198167, 739435983707308062, 1010781418458206329]","[649505118152294421, 622810653878648873, 511604233267707925, 736088924115435550]",4v4
1078266,2024-12-01,Land Nomad,"[622810653878648873, 695276693362835466, 435111409320198167, 739435983707308062]","[354904864066764804, 509251341105889280, 511604233267707925, 736088924115435550]",4v4
1078262,2024-12-01,Land Nomad,"[509251341105889280, 622810653878648873, 739435983707308062, 736088924115435550]","[1229885069217370293, 511604233267707925, 435111409320198167, 1010781418458206329]",4v4
1078221,2024-12-01,Land Nomad,"[509251341105889280, 649505118152294421, 435111409320198167, 1010781418458206329]","[354904864066764804, 622810653878648873, 695276693362835466, 354990093980663809]",4v4
1078220,2024-12-01,Land Nomad,"[354904864066764804, 695276693362835466, 739435983707308062, 736088924115435550]","[649505118152294421, 435111409320198167, 1010781418458206329, 354990093980663809]",4v4
1078198,2024-12-01,Land Nomad,"[354904864066764804, 622810653878648873, 435111409320198167, 739435983707308062]","[1033770965127135333, 509251341105889280, 511604233267707925, 354990093980663809]",4v4
1078195,2024-12-01,Land Nomad,"[354904864066764804, 622810653878648873, 511604233267707925, 828672992976437267]","[509251341105889280, 1229885069217370293, 695276693362835466, 739435983707308062]",4v4
1078168,2024-12-01,Land Nomad,"[509251341105889280, 622810653878648873, 435111409320198167, 354990093980663809]","[1033770965127135333, 695276693362835466, 511604233267707925, 1010781418458206329]",4v4
1078163,2024-12-01,Land Nomad,"[509251341105889280, 695276693362835466, 354990093980663809]","[1033770965127135333, 435111409320198167, 1010781418458206329]",4v4
1078158,2024-12-01,Land Nomad,"[622810653878648873, 1229885069217370293, 695276693362835466, 354990093980663809]","[1033770965127135333, 511604233267707925, 435111409320198167, 1010781418458206329]",4v4
1077699,2024-11-30,Land Nomad,"[1033770965127135333, 328978193312776212, 695276693362835466, 511604233267707925]","[354904864066764804, 649505118152294421, 435111409320198167, 739435983707308062]",4v4
1077670,2024-11-30,Land Nomad,"[649505118152294421, 328978193312776212, 695276693362835466, 511604233267707925]","[354904864066764804, 1033770965127135333, 435111409320198167, 739435983707308062]",4v4
1077647,2024-11-30,Land Nomad,"[695309066771365970, 354904864066764804, 511604233267707925, 739435983707308062]","[573073267766722561, 695276693362835466, 435111409320198167, 715923016412037221]",4v4
1077623,2024-11-30,Land Nomad,"[354904864066764804, 509251341105889280, 354990093980663809]","[751100943218507815, 695276693362835466, 739435983707308062]",4v4
1077600,2024-11-30,Land Nomad,"[573073267766722561, 828672992976437267, 715923016412037221, 736088924115435550]","[622810653878648873, 511604233267707925, 435111409320198167, 797796953269338133]",4v4
1077597,2024-11-30,Land Nomad,"[622810653878648873, 511604233267707925, 435111409320198167, 797796953269338133]","[573073267766722561, 828672992976437267, 354990093980663809, 736088924115435550]",4v4
1077589,2024-11-30,Land Nomad,"[622810653878648873, 511604233267707925, 739435983707308062, 828672992976437267]","[354904864066764804, 509251341105889280, 354990093980663809, 736088924115435550]",4v4
1077578,2024-11-30,Land Nomad,"[354904864066764804, 622810653878648873, 739435983707308062, 354990093980663809]","[573073267766722561, 828672992976437267, 715923016412037221, 736088924115435550]",4v4
1077571,2024-11-30,Land Nomad,"[739435983707308062, 828672992976437267, 715923016412037221]","[354904864066764804, 354990093980663809, 736088924115435550]",4v4
1077501,2024-11-30,Land Nomad,"[751100943218507815, 354904864066764804, 828672992976437267, 715923016412037221]","[573073267766722561, 695276693362835466, 511604233267707925, 736088924115435550]",4v4
1077485,2024-11-30,Land Nomad,"[751100943218507815, 695276693362835466, 511604233267707925, 797796953269338133]","[573073267766722561, 354904864066764804, 715923016412037221, 736088924115435550]",4v4
1077468,2024-11-30,Land Nomad,"[695276693362835466, 828672992976437267, 715923016412037221]","[354904864066764804, 797796953269338133, 736088924115435550]",4v4
1077458,2024-11-30,Land Nomad,"[354904864066764804, 354990093980663809, 736088924115435550]","[797796953269338133, 828672992976437267, 715923016412037221]",4v4
1077386,2024-11-30,Land Nomad,"[695276693362835466, 511604233267707925, 715923016412037221]","[354904864066764804, 435111409320198167, 354990093980663809]",4v4
1077374,2024-11-30,Land Nomad,"[458557005385302026, 511604233267707925, 715923016412037221]","[1241745368077697135, 354904864066764804, 354990093980663809]",4v4
1077372,2024-11-30,Land Nomad,"[354904864066764804, 695276693362835466, 354990093980663809]","[509251341105889280, 511604233267707925, 435111409320198167]",4v4
1077353,2024-11-30,Land Nomad,"[509251341105889280, 511604233267707925, 736088924115435550]","[695276693362835466, 435111409320198167, 354990093980663809]",4v4
1077346,2024-11-30,Land Nomad,"[509251341105889280, 695276693362835466, 511604233267707925]","[1241745368077697135, 435111409320198167, 354990093980663809]",4v4
1077344,2024-11-30,Land Nomad,"[1241745368077697135, 354904864066764804, 354990093980663809, 736088924115435550]","[509251341105889280, 695276693362835466, 511604233267707925, 435111409320198167]",4v4
1077336,2024-11-30,Land Nomad,"[354904864066764804, 695276693362835466, 435111409320198167]","[1241745368077697135, 511604233267707925, 715923016412037221]",4v4
1077319,2024-11-30,Land Nomad,"[1241745368077697135, 695276693362835466, 511604233267707925]","[751100943218507815, 354904864066764804, 435111409320198167]",4v4
1076990,2024-11-29,Land Nomad,"[573073267766722561, 354904864066764804, 739435983707308062, 1010781418458206329]","[1241745368077697135, 1033770965127135333, 622810653878648873, 828672992976437267]",4v4
1076945,2024-11-29,Land Nomad,"[1033770965127135333, 509251341105889280, 828672992976437267, 1010781418458206329]","[354904864066764804, 622810653878648873, 435111409320198167, 739435983707308062]",4v4
1076918,2024-11-29,Land Nomad,"[1241745368077697135, 509251341105889280, 739435983707308062, 828672992976437267]","[695309066771365970, 354904864066764804, 622810653878648873, 511604233267707925]",4v4
1076917,2024-11-29,Land Nomad,"[354904864066764804, 509251341105889280, 739435983707308062, 828672992976437267]","[1241745368077697135, 622810653878648873, 511604233267707925, 177022387903004673]",4v4
1076906,2024-11-29,Land Nomad,"[1241745368077697135, 509251341105889280, 622810653878648873, 828672992976437267]","[573073267766722561, 695309066771365970, 435111409320198167, 1010781418458206329]",4v4
1076878,2024-11-29,Land Nomad,"[573073267766722561, 511604233267707925, 435111409320198167, 1010781418458206329]","[751100943218507815, 354904864066764804, 622810653878648873, 797796953269338133]",4v4
1076743,2024-11-29,Land Nomad,"[573073267766722561, 695276693362835466, 435111409320198167, 828672992976437267]","[458557005385302026, 649505118152294421, 739435983707308062, 715923016412037221]",4v4
1073906,2024-11-24,African Clearing,"[1033770965127135333, 695276693362835466]","[573073267766722561, 354990093980663809]",4v4
1073705,2024-11-24,African Clearing,"[573073267766722561, 695309066771365970, 828672992976437267, 1010781418458206329]","[458557005385302026, 649505118152294421, 695276693362835466, 354990093980663809]",4v4
1073692,2024-11-24,African Clearing,"[573073267766722561, 695276693362835466, 1010781418458206329, 736088924115435550]","[458557005385302026, 828672992976437267, 715923016412037221, 354990093980663809]",4v4
1073672,2024-11-24,Land Nomad,"[458557005385302026, 1010781418458206329, 354990093980663809, 736088924115435550]","[695276693362835466, 828672992976437267, 797796953269338133, 715923016412037221]",4v4
1073667,2024-11-24,Land Nomad,"[458557005385302026, 715923016412037221, 1010781418458206329, 354990093980663809]","[695309066771365970, 435111409320198167, 828672992976437267, 797796953269338133]",4v4
1073638,2024-11-24,African Clearing,"[1033770965127135333, 828672992976437267, 739435983707308062, 797796953269338133]","[695309066771365970, 649505118152294421, 715923016412037221, 354990093980663809]",4v4
1073635,2024-11-24,African Clearing,"[1033770965127135333, 828672992976437267, 354990093980663809]","[695309066771365970, 739435983707308062, 715923016412037221]",4v4
1073607,2024-11-24,Land Nomad,"[695309066771365970, 354904864066764804, 511604233267707925, 715923016412037221]","[1241745368077697135, 695276693362835466, 435111409320198167, 1010781418458206329]",4v4
1073579,2024-11-24,African Clearing,"[354904864066764804, 695276693362835466, 435111409320198167, 1093481859607957514]","[649505118152294421, 511604233267707925, 739435983707308062, 1010781418458206329]",4v4
1073556,2024-11-24,Land Nomad,"[354904864066764804, 695276693362835466, 511604233267707925, 1010781418458206329]","[1241745368077697135, 1033770965127135333, 715923016412037221, 1093481859607957514]",4v4
1073549,2024-11-24,Land Nomad,"[354904864066764804, 695276693362835466, 715923016412037221]","[1241745368077697135, 1033770965127135333, 1093481859607957514]",4v4
1073547,2024-11-24,Land Nomad,"[1241745368077697135, 354904864066764804, 354990093980663809, 1093481859607957514]","[1033770965127135333, 695276693362835466, 435111409320198167, 715923016412037221]",4v4
1073520,2024-11-24,African Clearing,"[354904864066764804, 695276693362835466, 435111409320198167, 739435983707308062]","[695309066771365970, 1033770965127135333, 715923016412037221, 354990093980663809]",4v4
1073517,2024-11-24,African Clearing,"[1033770965127135333, 354904864066764804, 435111409320198167, 1093481859607957514]","[695309066771365970, 695276693362835466, 715923016412037221, 354990093980663809]",4v4
1073084,2024-11-23,Land Nomad,"[1241745368077697135, 354904864066764804, 649505118152294421, 435111409320198167]","[573073267766722561, 1033770965127135333, 695276693362835466, 1010781418458206329]",4v4
1073081,2024-11-23,Land Nomad,"[458557005385302026, 1033770965127135333, 354904864066764804, 435111409320198167]","[573073267766722561, 1241745368077697135, 695276693362835466, 1010781418458206329]",4v4
1073080,2024-11-23,Land Nomad,"[1241745368077697135, 1033770965127135333, 695309066771365970, 1010781418458206329]","[458557005385302026, 354904864066764804, 695276693362835466, 435111409320198167]",4v4
1073044,2024-11-23,African Clearing,"[573073267766722561, 695276693362835466, 328978193312776212, 1010781418458206329]","[1241745368077697135, 1033770965127135333, 435111409320198167, 739435983707308062]",4v4
1072999,2024-11-23,Land Nomad,"[1241745368077697135, 695309066771365970, 695276693362835466, 1010781418458206329]","[458557005385302026, 354904864066764804, 511604233267707925, 739435983707308062]",4v4
1072970,2024-11-23,African Clearing,"[1033770965127135333, 354904864066764804, 511604233267707925, 828672992976437267]","[458557005385302026, 695276693362835466, 739435983707308062, 1010781418458206329]",4v4
1072943,2024-11-23,Land Nomad,"[354904864066764804, 695276693362835466, 435111409320198167, 739435983707308062]","[1241745368077697135, 511604233267707925, 715923016412037221, 1010781418458206329]",4v4
1072925,2024-11-23,African Clearing,"[695276693362835466, 511604233267707925, 1010781418458206329]","[354904864066764804, 739435983707308062, 715923016412037221]",4v4
1072904,2024-11-23,Land Nomad,"[354904864066764804, 695276693362835466, 511604233267707925, 715923016412037221]","[1241745368077697135, 828672992976437267, 797796953269338133, 739435983707308062]",4v4
1072883,2024-11-23,African Clearing,"[695276693362835466, 511604233267707925, 1010781418458206329, 354990093980663809]","[1241745368077697135, 828672992976437267, 797796953269338133, 1093481859607957514]",4v4
1072725,2024-11-23,Land Nomad,"[649505118152294421, 828672992976437267, 354990093980663809, 736088924115435550]","[511604233267707925, 739435983707308062, 715923016412037221, 581434797117669386]",4v4
1072721,2024-11-23,Land Nomad,"[695309066771365970, 511604233267707925, 828672992976437267, 736088924115435550]","[649505118152294421, 435111409320198167, 739435983707308062, 581434797117669386]",4v4
1072701,2024-11-23,African Clearing,"[435111409320198167, 1010781418458206329, 828672992976437267, 797796953269338133]","[649505118152294421, 715923016412037221, 354990093980663809, 581434797117669386]",4v4
1072687,2024-11-23,Land Nomad,"[435111409320198167, 828672992976437267, 715923016412037221, 736088924115435550]","[1010781418458206329, 797796953269338133, 354990093980663809, 581434797117669386]",4v4
1072676,2024-11-23,African Clearing,"[739435983707308062, 1010781418458206329, 354990093980663809]","[828672992976437267, 715923016412037221, 581434797117669386]",4v4
1072672,2024-11-23,African Clearing,"[1010781418458206329, 354990093980663809, 581434797117669386]","[828672992976437267, 715923016412037221, 736088924115435550]",4v4
1072629,2024-11-23,Land Nomad,"[458557005385302026, 435111409320198167, 581434797117669386, 1093481859607957514]","[354904864066764804, 828672992976437267, 715923016412037221, 1010781418458206329]",4v4
1072605,2024-11-23,African Clearing,"[458557005385302026, 354904864066764804, 1093481859607957514, 736088924115435550]","[1241745368077697135, 828672992976437267, 1010781418458206329, 354990093980663809]",4v4
1072580,2024-11-23,Land Nomad,"[1241745368077697135, 828672992976437267, 1010781418458206329, 736088924115435550]","[354904864066764804, 435111409320198167, 715923016412037221, 354990093980663809]",4v4
1072574,2024-11-23,Land Nomad,"[1241745368077697135, 828672992976437267]","[715923016412037221, 1010781418458206329, 354990093980663809]",4v4
1068925,2024-11-17,African Clearing,"[458557005385302026, 511604233267707925, 739435983707308062, 1010781418458206329]","[695309066771365970, 695276693362835466, 1024061084233125888, 581434797117669386]",4v4
1068908,2024-11-17,Land Nomad,"[695309066771365970, 509251341105889280, 328978193312776212, 1010781418458206329]","[458557005385302026, 695276693362835466, 739435983707308062, 581434797117669386]",4v4
1068905,2024-11-17,Land Nomad,"[458557005385302026, 511604233267707925, 739435983707308062, 1010781418458206329]","[695309066771365970, 695276693362835466, 328978193312776212, 581434797117669386]",4v4
1068900,2024-11-17,Land Nomad,"[1241745368077697135, 695276693362835466, 739435983707308062, 1010781418458206329]","[695309066771365970, 354904864066764804, 511604233267707925, 581434797117669386]",4v4
1068893,2024-11-17,Land Nomad,"[695276693362835466, 828672992976437267, 1010781418458206329, 581434797117669386]","[354904864066764804, 511604233267707925, 739435983707308062, 736088924115435550]",4v4
1068872,2024-11-17,African Clearing,"[1241745368077697135, 1033770965127135333, 695276693362835466, 581434797117669386]","[458557005385302026, 695309066771365970, 511604233267707925, 828672992976437267]",4v4
1068869,2024-11-17,African Clearing,"[458557005385302026, 1033770965127135333, 511604233267707925, 828672992976437267]","[1241745368077697135, 695309066771365970, 695276693362835466, 797796953269338133]",4v4
1068829,2024-11-17,Land Nomad,"[458557005385302026, 1241745368077697135, 581434797117669386, 736088924115435550]","[1033770965127135333, 649505118152294421, 695276693362835466, 1010781418458206329]",4v4
1068827,2024-11-17,Land Nomad,"[458557005385302026, 354904864066764804, 511604233267707925, 828672992976437267]","[1241745368077697135, 1033770965127135333, 695276693362835466, 581434797117669386]",4v4
1068826,2024-11-17,Land Nomad,"[458557005385302026, 695276693362835466, 1010781418458206329, 581434797117669386]","[1241745368077697135, 354904864066764804, 511604233267707925, 736088924115435550]",4v4
1068805,2024-11-17,African Clearing,"[1241745368077697135, 354904864066764804, 1010781418458206329, 736088924115435550]","[649505118152294421, 695276693362835466, 511604233267707925, 828672992976437267]",4v4
1068784,2024-11-17,Land Nomad,"[458557005385302026, 1033770965127135333, 435111409320198167, 828672992976437267]","[1241745368077697135, 354904864066764804, 695276693362835466, 1010781418458206329]",4v4
1068769,2024-11-17,African Clearing,"[354904864066764804, 695276693362835466, 828672992976437267, 581434797117669386]","[1241745368077697135, 511604233267707925, 1010781418458206329, 736088924115435550]",4v4
1068754,2024-11-17,Land Nomad,"[1241745368077697135, 511604233267707925, 828672992976437267, 736088924115435550]","[458557005385302026, 715923016412037221, 354990093980663809, 581434797117669386]",4v4
1068726,2024-11-17,Land Nomad,"[511604233267707925, 715923016412037221, 828672992976437267]","[1241745368077697135, 354990093980663809, 581434797117669386]",4v4
1068723,2024-11-17,Land Nomad,"[695309066771365970, 695276693362835466, 328978193312776212, 1093481859607957514]","[354904864066764804, 649505118152294421, 1010781418458206329, 739435983707308062]",4v4
1068711,2024-11-17,African Clearing,"[1241745368077697135, 581434797117669386]","[828672992976437267, 354990093980663809]",4v4
1068710,2024-11-17,African Clearing,"[354904864066764804, 695276693362835466, 715923016412037221, 1010781418458206329]","[695309066771365970, 1033770965127135333, 739435983707308062, 1093481859607957514]",4v4
1068709,2024-11-17,African Clearing,"[695309066771365970, 1033770965127135333, 1010781418458206329, 1093481859607957514]","[354904864066764804, 695276693362835466, 739435983707308062, 715923016412037221]",4v4
1068709,2024-11-17,African Clearing,"[695309066771365970, 1033770965127135333, 1010781418458206329, 1093481859607957514]","[354904864066764804, 695276693362835466, 739435983707308062, 354990093980663809]",4v4
1068691,2024-11-17,Land Nomad,"[354904864066764804, 328978193312776212, 828672992976437267, 736088924115435550]","[695309066771365970, 511604233267707925, 354990093980663809, 581434797117669386]",4v4
1068686,2024-11-17,African Clearing,"[695276693362835466, 328978193312776212, 511604233267707925, 354990093980663809]","[695309066771365970, 354904864066764804, 581434797117669386, 736088924115435550]",4v4
1068684,2024-11-17,African Clearing,"[695309066771365970, 354904864066764804, 511604233267707925, 581434797117669386]","[458557005385302026, 695276693362835466, 328978193312776212, 736088924115435550]",4v4
1068683,2024-11-17,African Clearing,"[509251341105889280, 328978193312776212, 828672992976437267]","[458557005385302026, 715923016412037221, 1010781418458206329]",4v4
1068679,2024-11-17,African Clearing,"[695276693362835466, 739435983707308062, 797796953269338133, 581434797117669386]","[695309066771365970, 511604233267707925, 354990093980663809, 1093481859607957514]",4v4
1068664,2024-11-17,African Clearing,"[695276693362835466, 328978193312776212, 828672992976437267, 354990093980663809]","[1241745368077697135, 739435983707308062, 1010781418458206329, 1093481859607957514]",4v4
1068639,2024-11-17,Land Nomad,"[695276693362835466, 828672992976437267, 739435983707308062, 715923016412037221]","[1033770965127135333, 509251341105889280, 736088924115435550, 581434797117669386]",4v4
1068627,2024-11-17,African Clearing,"[573073267766722561, 1033770965127135333, 435111409320198167, 736088924115435550]","[458557005385302026, 695276693362835466, 511604233267707925, 1010781418458206329]",4v4
1068625,2024-11-17,African Clearing,"[458557005385302026, 695276693362835466, 295006655702237184, 736088924115435550]","[509251341105889280, 511604233267707925, 435111409320198167, 1010781418458206329]",4v4
1068622,2024-11-17,Land Nomad,"[458557005385302026, 1033770965127135333, 739435983707308062, 736088924115435550]","[509251341105889280, 695276693362835466, 511604233267707925, 435111409320198167]",4v4
1068268,2024-11-16,African Clearing,"[573073267766722561, 695276693362835466, 739435983707308062, 1010781418458206329]","[1033770965127135333, 354904864066764804, 328978193312776212, 1024061084233125888]",4v4
1068247,2024-11-16,Land Nomad,"[1033770965127135333, 354904864066764804, 328978193312776212, 1024061084233125888]","[573073267766722561, 695276693362835466, 739435983707308062, 1010781418458206329]",4v4
1068225,2024-11-16,African Clearing,"[1033770965127135333, 354904864066764804, 328978193312776212, 1010781418458206329]","[458557005385302026, 695276693362835466, 739435983707308062, 828672992976437267]",4v4
1068197,2024-11-16,Land Nomad,"[354904864066764804, 695276693362835466, 1010781418458206329, 354990093980663809]","[458557005385302026, 828672992976437267, 739435983707308062, 736088924115435550]",4v4
1068194,2024-11-16,African Clearing,"[354904864066764804, 511604233267707925, 739435983707308062, 354990093980663809]","[458557005385302026, 828672992976437267, 1010781418458206329, 736088924115435550]",4v4
1068167,2024-11-16,African Clearing,"[695276693362835466, 511604233267707925, 1010781418458206329, 736088924115435550]","[354904864066764804, 715923016412037221, 797796953269338133, 354990093980663809]",4v4
1068157,2024-11-16,African Clearing,"[695276693362835466, 797796953269338133, 354990093980663809]","[354904864066764804, 1010781418458206329, 736088924115435550]",4v4
1068121,2024-11-16,Land Nomad,"[354904864066764804, 695276693362835466, 1010781418458206329, 1093481859607957514]","[1024061084233125888, 511604233267707925, 828672992976437267, 715923016412037221]",4v4
1068091,2024-11-16,African Clearing,"[354904864066764804, 511604233267707925, 828672992976437267]","[751100943218507815, 1024061084233125888, 1093481859607957514]",4v4
1068090,2024-11-16,African Clearing,"[751100943218507815, 354904864066764804, 828672992976437267]","[1024061084233125888, 511604233267707925, 715923016412037221, 1093481859607957514]",4v4
1068075,2024-11-16,Land Nomad,"[751100943218507815, 511604233267707925, 1093481859607957514]","[354904864066764804, 828672992976437267, 715923016412037221]",4v4
1068047,2024-11-16,African Clearing,"[458557005385302026, 715923016412037221, 295006655702237184, 736088924115435550]","[354904864066764804, 511604233267707925, 828672992976437267, 797796953269338133]",4v4
1068045,2024-11-16,African Clearing,"[458557005385302026, 1010781418458206329, 295006655702237184, 736088924115435550]","[354904864066764804, 715923016412037221, 828672992976437267, 797796953269338133]",4v4
1068025,2024-11-16,Land Nomad,"[828672992976437267, 736088924115435550]","[715923016412037221, 295006655702237184]",4v4
1067989,2024-11-16,African Clearing,"[354904864066764804, 828672992976437267, 739435983707308062]","[715923016412037221, 1010781418458206329, 797796953269338133, 736088924115435550]",4v4
1067982,2024-11-16,African Clearing,"[828672992976437267, 739435983707308062, 736088924115435550]","[715923016412037221, 1010781418458206329, 797796953269338133]",4v4
1067980,2024-11-16,African Clearing,"[354904864066764804, 797796953269338133, 736088924115435550]","[828672992976437267, 715923016412037221, 1010781418458206329]",4v4
1067942,2024-11-16,Land Nomad,"[354904864066764804, 695276693362835466, 354990093980663809]","[828672992976437267, 715923016412037221, 1010781418458206329, 581434797117669386]",4v4
1067937,2024-11-16,Land Nomad,"[354904864066764804, 511604233267707925, 828672992976437267, 581434797117669386]","[695276693362835466, 715923016412037221, 1010781418458206329, 354990093980663809]",4v4
1067916,2024-11-16,African Clearing,"[458557005385302026, 695276693362835466, 1010781418458206329, 354990093980663809]","[751100943218507815, 354904864066764804, 828672992976437267, 715923016412037221]",4v4
1067915,2024-11-16,African Clearing,"[751100943218507815, 354904864066764804, 511604233267707925, 1010781418458206329]","[458557005385302026, 695276693362835466, 715923016412037221, 354990093980663809]",4v4
1067907,2024-11-16,African Clearing,"[458557005385302026, 695276693362835466, 1010781418458206329, 354990093980663809]","[354904864066764804, 751100943218507815, 828672992976437267, 715923016412037221]",4v4
1067907,2024-11-16,African Clearing,"[458557005385302026, 695276693362835466, 1010781418458206329, 354990093980663809]","[354904864066764804, 509251341105889280, 828672992976437267, 715923016412037221]",4v4
1067882,2024-11-16,Land Nomad,"[573073267766722561, 751100943218507815, 435111409320198167, 736088924115435550]","[354904864066764804, 509251341105889280, 695276693362835466, 739435983707308062]",4v4
1067861,2024-11-16,African Clearing,"[458557005385302026, 695276693362835466, 739435983707308062, 1010781418458206329]","[751100943218507815, 354904864066764804, 509251341105889280, 1093481859607957514]",4v4
1067856,2024-11-16,African Clearing,"[458557005385302026, 509251341105889280, 1010781418458206329, 1093481859607957514]","[354904864066764804, 695276693362835466, 435111409320198167, 739435983707308062]",4v4
1067832,2024-11-16,Land Nomad,"[354904864066764804, 435111409320198167, 715923016412037221, 1093481859607957514]","[695276693362835466, 739435983707308062, 1010781418458206329, 354990093980663809]",4v4
1067819,2024-11-16,African Clearing,"[354904864066764804, 715923016412037221, 1093481859607957514]","[695276693362835466, 1010781418458206329, 354990093980663809]",4v4
1067800,2024-11-16,Land Nomad,"[695276693362835466, 1010781418458206329, 354990093980663809]","[354904864066764804, 715923016412037221, 1093481859607957514]",4v4
1067367,2024-11-15,African Clearing,"[458557005385302026, 1024061084233125888, 739435983707308062, 354990093980663809]","[1033770965127135333, 354904864066764804, 715923016412037221, 1010781418458206329]",4v4
1067343,2024-11-15,Land Nomad,"[354904864066764804, 715923016412037221, 797796953269338133, 354990093980663809]","[328978193312776212, 1024061084233125888, 739435983707308062, 1010781418458206329]",4v4
1067332,2024-11-15,Land Nomad,"[1024061084233125888, 739435983707308062, 1010781418458206329]","[328978193312776212, 715923016412037221, 354990093980663809]",4v4
1067314,2024-11-15,African Clearing,"[328978193312776212, 1010781418458206329, 1093481859607957514]","[715923016412037221, 739435983707308062, 354990093980663809]",4v4
1067294,2024-11-15,Land Nomad,"[458557005385302026, 739435983707308062, 797796953269338133, 1093481859607957514]","[328978193312776212, 1024061084233125888, 715923016412037221, 354990093980663809]",4v4
1067261,2024-11-15,African Clearing,"[509251341105889280, 715923016412037221, 739435983707308062]","[354904864066764804, 511604233267707925, 1010781418458206329]",4v4
1067258,2024-11-15,African Clearing,"[509251341105889280, 511604233267707925, 715923016412037221]","[751100943218507815, 354904864066764804, 1010781418458206329]",4v4
1064568,2024-11-10,Land Nomad,"[458557005385302026, 649505118152294421, 354990093980663809]","[573073267766722561, 435111409320198167, 739435983707308062]",4v4
