match_id,date,map,team_a_players,team_b_players
707149,2023-09-01,Frontline (Random Civs),"[314461722817593345, 635025856313557033, 440357833255682058, 749079044917690388]","[716142389902704691, 522200099783311360, 692780064106086420, 470492953983582219]"
707141,2023-09-01,Kawasan (Random Civs),"[692780064106086420, 470492953983582219, 440357833255682058, 401748724021329920]","[716142389902704691, 522200099783311360, 749079044917690388, 394425164231868416]"
707133,2023-09-01,Nomad (Random Civs),"[692780064106086420, 470492953983582219, 635025856313557033, 749079044917690388]","[716142389902704691, 522200099783311360, 440357833255682058, 394425164231868416]"
707117,2023-09-01,Arabia,"[635025856313557033, 440357833255682058, 749079044917690388]","[716142389902704691, 692780064106086420, 394425164231868416]"
706699,2023-08-31,Nomad (Random Civs),"[410863622139412482, 510692606913806340, 697862073173934161]","[463259002596360203, 503759402206101545, 568705990489276426]"
706699,2023-08-31,Nomad (Random Civs),"[410863622139412482, 510692606913806340, 715438374357434401]","[463259002596360203, 503759402206101545, 568705990489276426]"
706674,2023-08-31,Valley,"[695309066771365970, 463259002596360203, 503759402206101545, 715438374357434401]","[410863622139412482, 697862073173934161, 568705990489276426, 510692606913806340]"
706644,2023-08-31,Haboob (Random Civs),"[522200099783311360, 692780064106086420, 410863622139412482, 767743114575085628]","[431327099480047626, 699611550423711766, 542430914836168744, 510692606913806340]"
706611,2023-08-31,Enclosed- Random Civs,"[725758030221934692, 439339450770653185, 944589553598095362, 568705990489276426]","[695309066771365970, 697862073173934161, 754608550721880144, 503759402206101545]"
706591,2023-08-31,Arena (Random civs),"[692780064106086420, 699611550423711766, 510692606913806340, 584450667897290784]","[313042064332029952, 223875529600663552, 509251341105889280, 635033349206966277]"
706579,2023-08-31,Arena (Random civs),"[697862073173934161, 849334461773774928, 754608550721880144, 944589553598095362]","[439339450770653185, 695309066771365970, 503759402206101545, 568705990489276426]"
706565,2023-08-31,Hamburger(Random Civs),"[439339450770653185, 695309066771365970, 568705990489276426, 510692606913806340]","[697862073173934161, 849334461773774928, 754608550721880144, 503759402206101545]"
706556,2023-08-31,Golden Pit,"[313042064332029952, 725758030221934692, 509251341105889280, 715438374357434401]","[692780064106086420, 699611550423711766, 635033349206966277, 584450667897290784]"
706543,2023-08-31,Runestones( Random Civs),"[695309066771365970, 849334461773774928, 944589553598095362, 945283728643608619]","[439339450770653185, 697862073173934161, 510692606913806340, 465835842808709120]"
706508,2023-08-31,Oasis(Random Civs),"[692780064106086420, 699611550423711766, 635033349206966277, 715438374357434401]","[313042064332029952, 410863622139412482, 509251341105889280, 584450667897290784]"
706481,2023-08-31,Hideout(Random Civs),"[313042064332029952, 944589553598095362, 719136228427169792, 465835842808709120]","[695309066771365970, 410863622139412482, 584450667897290784, 945283728643608619]"
706465,2023-08-31,Oasis(Random Civs),"[695309066771365970, 410863622139412482, 584450667897290784, 945283728643608619]","[313042064332029952, 944589553598095362, 719136228427169792, 465835842808709120]"
705763,2023-08-30,Golden Lakes (Random Civs),"[386965257660399619, 699611550423711766, 509251341105889280, 715438374357434401]","[692780064106086420, 410863622139412482, 723567999784583239, 463259002596360203]"
705721,2023-08-30,Steppe,"[699611550423711766, 410863622139412482, 723567999784583239, 767743114575085628]","[439339450770653185, 811413902176419860, 714793302582362162, 463259002596360203]"
705687,2023-08-30,Beduoins,"[439339450770653185, 697862073173934161, 723567999784583239, 463259002596360203]","[386965257660399619, 410863622139412482, 714793302582362162, 715438374357434401]"
705665,2023-08-30,Land Madness,"[386965257660399619, 697862073173934161, 723567999784583239, 714793302582362162]","[313042064332029952, 439339450770653185, 410863622139412482, 509251341105889280]"
705631,2023-08-30,4 lakes (Random civs),"[714677532665839667, 695309066771365970, 725758030221934692, 714793302582362162]","[313042064332029952, 699611550423711766, 697862073173934161, 463259002596360203]"
705597,2023-08-30,Valley,"[699611550423711766, 723567999784583239, 849334461773774928, 463259002596360203]","[714677532665839667, 410863622139412482, 714793302582362162, 767743114575085628]"
705555,2023-08-30,Team Islands,"[313042064332029952, 410863622139412482, 509251341105889280, 463259002596360203]","[699611550423711766, 439339450770653185, 695309066771365970, 584239778740961299]"
704758,2023-08-29,Ball Arena (Random Civs),"[692780064106086420, 697862073173934161, 635033349206966277, 715438374357434401]","[714677532665839667, 699611550423711766, 410863622139412482, 697860695550722089]"
704731,2023-08-29,Kawasan (Random Civs),"[699611550423711766, 410863622139412482, 635033349206966277, 697860695550722089]","[697862073173934161, 509251341105889280, 463259002596360203, 568705990489276426]"
704695,2023-08-29,Arena (Random civs),"[313042064332029952, 463259002596360203, 635033349206966277, 715438374357434401]","[692780064106086420, 723567999784583239, 568705990489276426, 465835842808709120]"
704653,2023-08-29,Arabia,"[692780064106086420, 754608550721880144, 510692606913806340, 568705990489276426]","[699611550423711766, 697862073173934161, 463259002596360203, 584450667897290784]"
704650,2023-08-29,Oasis(Random Civs),"[313042064332029952, 849334461773774928, 767743114575085628, 697860695550722089]","[439339450770653185, 723567999784583239, 635033349206966277, 465835842808709120]"
704617,2023-08-29,Hideout(Random Civs),"[699611550423711766, 697862073173934161, 463259002596360203, 584450667897290784]","[692780064106086420, 944589553598095362, 767743114575085628, 510692606913806340]"
704612,2023-08-29,Arena (Random civs),"[439339450770653185, 723567999784583239, 635033349206966277, 715438374357434401]","[725758030221934692, 849334461773774928, 509251341105889280, 568705990489276426]"
704551,2023-08-29,Black Forest (Random Civs),"[317357930796023828, 699611550423711766, 509251341105889280, 510692606913806340]","[692780064106086420, 410863622139412482, 944589553598095362, 463259002596360203]"
704546,2023-08-29,Black Forest (Random Civs),"[714677532665839667, 697862073173934161, 767743114575085628, 465835842808709120]","[635025856313557033, 313042064332029952, 584450667897290784, 945283728643608619]"
704518,2023-08-29,Atacama,"[692780064106086420, 410863622139412482, 944589553598095362, 463259002596360203]","[317357930796023828, 699611550423711766, 509251341105889280, 698943503509618729]"
704512,2023-08-29,Arabia,"[317357930796023828, 313042064332029952, 463259002596360203, 945283728643608619]","[699611550423711766, 410863622139412482, 509251341105889280, 698943503509618729]"
703702,2023-08-28,Nomad (Random Civs),"[811413902176419860, 410863622139412482, 463259002596360203, 503759402206101545]","[296465677114671105, 512487301717295104, 510692606913806340, 697860695550722089]"
703702,2023-08-28,Nomad (Random Civs),"[811413902176419860, 410863622139412482, 463259002596360203, 503759402206101545]","[296465677114671105, 699611550423711766, 510692606913806340, 697860695550722089]"
703652,2023-08-28,Runestones( Random Civs),"[296465677114671105, 749079044917690388, 715438374357434401, 697860695550722089]","[714677532665839667, 512487301717295104, 503759402206101545, 568705990489276426]"
703609,2023-08-28,Enclosed- Random Civs,"[313042064332029952, 439339450770653185, 754608550721880144, 463259002596360203]","[749079044917690388, 699611550423711766, 410863622139412482, 510692606913806340]"
703571,2023-08-28,Amazon Tunnel(Random Civs),"[714677532665839667, 698943503509618729, 715438374357434401, 568705990489276426]","[512487301717295104, 697862073173934161, 503759402206101545, 697860695550722089]"
703557,2023-08-28,Socotra,"[749079044917690388, 699611550423711766, 439339450770653185, 465835842808709120]","[313042064332029952, 410863622139412482, 754608550721880144, 510692606913806340]"
703517,2023-08-28,Steppe,"[313042064332029952, 697862073173934161, 698943503509618729, 568705990489276426]","[439339450770653185, 410863622139412482, 503759402206101545, 715438374357434401]"
703482,2023-08-28,Team Islands,"[314461722817593345, 714677532665839667, 509251341105889280, 465835842808709120]","[439339450770653185, 699611550423711766, 725758030221934692, 697862073173934161]"
703452,2023-08-28,Amazon Tunnel(Random Civs),"[348849437101260801, 944589553598095362, 568705990489276426, 584450667897290784]","[313042064332029952, 410863622139412482, 715438374357434401, 697860695550722089]"
703435,2023-08-28,Ghost Lake,"[699611550423711766, 725758030221934692, 697862073173934161, 465835842808709120]","[714677532665839667, 439339450770653185, 749079044917690388, 945283728643608619]"
703394,2023-08-28,Arena (Random civs),"[410863622139412482, 849334461773774928, 767743114575085628, 584450667897290784]","[313042064332029952, 944589553598095362, 715438374357434401, 697860695550722089]"
703356,2023-08-28,Golden Pit,"[348849437101260801, 725758030221934692, 410863622139412482, 584450667897290784]","[313042064332029952, 699611550423711766, 849334461773774928, 944589553598095362]"
702476,2023-08-27,African Clearing (Random civs),"[692780064106086420, 512487301717295104, 635033349206966277, 715438374357434401]","[716142389902704691, 410863622139412482, 463259002596360203, 510692606913806340]"
702426,2023-08-27,Nomad (Random Civs),"[431327099480047626, 463259002596360203, 635033349206966277, 465835842808709120]","[716142389902704691, 410863622139412482, 944589553598095362, 715438374357434401]"
702395,2023-08-27,Oasis(Random Civs),"[716142389902704691, 410863622139412482, 944589553598095362, 463259002596360203]","[431327099480047626, 635033349206966277, 767743114575085628, 510692606913806340]"
702341,2023-08-27,Coastal Forest (Random Civs),"[314461722817593345, 463259002596360203, 635033349206966277, 715438374357434401]","[692780064106086420, 714677532665839667, 410863622139412482, 465835842808709120]"
702341,2023-08-27,Coastal Forest (Random Civs),"[314461722817593345, 463259002596360203, 635033349206966277, 715438374357434401]","[692780064106086420, 714677532665839667, 401748724021329920, 465835842808709120]"
702293,2023-08-27,Hideout(Random Civs),"[401748724021329920, 410863622139412482, 635033349206966277, 767743114575085628]","[512487301717295104, 394425164231868416, 849334461773774928, 944589553598095362]"
702259,2023-08-27,Arabia,"[313042064332029952, 401748724021329920, 944589553598095362, 945283728643608619]","[410863622139412482, 394425164231868416, 849334461773774928, 745196188277538915]"
702220,2023-08-27,Arena (Random civs),"[512487301717295104, 401748724021329920, 394425164231868416, 584239778740961299]","[313042064332029952, 703469910138814515, 715438374357434401, 745196188277538915]"
702190,2023-08-27,Golden Lakes (Random Civs),"[313042064332029952, 512487301717295104, 715438374357434401, 584239778740961299]","[617793627703476246, 401748724021329920, 635033349206966277, 945283728643608619]"
702156,2023-08-27,Runestones( Random Civs),"[725758030221934692, 512487301717295104, 394425164231868416, 849334461773774928]","[617793627703476246, 401748724021329920, 410863622139412482, 584239778740961299]"
702145,2023-08-27,Enclosed- Random Civs,"[313042064332029952, 410863622139412482, 849334461773774928, 745196188277538915]","[617793627703476246, 401748724021329920, 394425164231868416, 584239778740961299]"
702099,2023-08-27,Black Forest (Random Civs),"[313042064332029952, 703469910138814515, 542430914836168744, 715438374357434401]","[635025856313557033, 697862073173934161, 394425164231868416, 584239778740961299]"
702070,2023-08-27,Oasis(Random Civs),"[313042064332029952, 401748724021329920, 410863622139412482, 715438374357434401]","[512487301717295104, 697862073173934161, 703469910138814515, 394425164231868416]"
702020,2023-08-27,Frontline (Random Civs),"[714677532665839667, 410863622139412482, 394425164231868416, 715438374357434401]","[401748724021329920, 697862073173934161, 703469910138814515, 465835842808709120]"
701971,2023-08-27,Arena (Random civs),"[725758030221934692, 714793302582362162, 944589553598095362, 635033349206966277]","[410863622139412482, 703469910138814515, 463259002596360203, 715438374357434401]"
701925,2023-08-27,Team Acropolis (Random Civs),"[617793627703476246, 703469910138814515, 714793302582362162, 463259002596360203]","[725758030221934692, 410863622139412482, 394425164231868416, 944589553598095362]"
701900,2023-08-27,Land Nomad (Random Civs),"[725758030221934692, 703469910138814515, 394425164231868416, 944589553598095362]","[617793627703476246, 410863622139412482, 463259002596360203, 715438374357434401]"
701871,2023-08-27,African Clearing (Random civs),"[944589553598095362, 715438374357434401, 510692606913806340, 584239778740961299]","[463259002596360203, 698943503509618729, 745196188277538915, 584450667897290784]"
701833,2023-08-27,4 lakes (Random civs),"[714793302582362162, 463259002596360203, 635033349206966277, 767743114575085628]","[725758030221934692, 394425164231868416, 584450667897290784, 945283728643608619]"
701817,2023-08-27,Hideout(Random Civs),"[394425164231868416, 849334461773774928, 584450667897290784, 945283728643608619]","[635033349206966277, 767743114575085628, 715438374357434401, 584239778740961299]"
701260,2023-08-26,Runestones( Random Civs),"[692780064106086420, 410863622139412482, 568705990489276426, 697860695550722089]","[699611550423711766, 714793302582362162, 503759402206101545, 719136228427169792]"
701260,2023-08-26,Runestones( Random Civs),"[692780064106086420, 410863622139412482, 568705990489276426, 697860695550722089]","[714677532665839667, 714793302582362162, 503759402206101545, 719136228427169792]"
701233,2023-08-26,Coastal Forest (Random Civs),"[410863622139412482, 394425164231868416, 503759402206101545, 510692606913806340]","[699611550423711766, 697862073173934161, 714793302582362162, 697860695550722089]"
701214,2023-08-26,Hideout(Random Civs),"[410863622139412482, 394425164231868416, 714793302582362162, 584450667897290784]","[699611550423711766, 697862073173934161, 503759402206101545, 697860695550722089]"
701170,2023-08-26,Black Forest (Random Civs),"[410863622139412482, 714793302582362162, 715438374357434401, 510692606913806340]","[699611550423711766, 394425164231868416, 503759402206101545, 697860695550722089]"
701155,2023-08-26,Steppe,"[714677532665839667, 697862073173934161, 698943503509618729, 584450667897290784]","[692780064106086420, 754608550721880144, 719136228427169792, 767743114575085628]"
701135,2023-08-26,Mega Random (Random Civs),"[699611550423711766, 410863622139412482, 510692606913806340, 697860695550722089]","[439339450770653185, 394425164231868416, 503759402206101545, 568705990489276426]"
701106,2023-08-26,Kawasan (Random Civs),"[401748724021329920, 223875529600663552, 510692606913806340, 715438374357434401]","[439339450770653185, 394425164231868416, 503759402206101545, 568705990489276426]"
701104,2023-08-26,Team Islands,"[714677532665839667, 697862073173934161, 719136228427169792, 584450667897290784]","[692780064106086420, 754608550721880144, 698943503509618729, 767743114575085628]"
701066,2023-08-26,Arena (Random civs),"[314461722817593345, 697862073173934161, 635033349206966277, 715438374357434401]","[431327099480047626, 439339450770653185, 394425164231868416, 584450667897290784]"
701060,2023-08-26,4 lakes (Random civs),"[699611550423711766, 439339450770653185, 697862073173934161, 754608550721880144]","[314461722817593345, 394425164231868416, 715438374357434401, 584450667897290784]"
701048,2023-08-26,Arena (Random civs),"[725758030221934692, 223875529600663552, 503759402206101545, 510692606913806340]","[692780064106086420, 401748724021329920, 568705990489276426, 584239778740961299]"
701045,2023-08-26,Nomad (Random Civs),"[439339450770653185, 697862073173934161, 719136228427169792, 584450667897290784]","[699611550423711766, 394425164231868416, 635033349206966277, 715438374357434401]"
701009,2023-08-26,Oasis(Random Civs),"[692780064106086420, 313042064332029952, 401748724021329920, 635033349206966277]","[716142389902704691, 714677532665839667, 697862073173934161, 584450667897290784]"
701006,2023-08-26,Valley,"[725758030221934692, 223875529600663552, 394425164231868416, 719136228427169792]","[699611550423711766, 439339450770653185, 849334461773774928, 715438374357434401]"
700972,2023-08-26,Black Forest (Random Civs),"[692780064106086420, 697862073173934161, 410863622139412482, 584239778740961299]","[716142389902704691, 313042064332029952, 635033349206966277, 584450667897290784]"
700969,2023-08-26,Amazon Tunnel(Random Civs),"[692780064106086420, 313042064332029952, 635033349206966277, 584450667897290784]","[699611550423711766, 697862073173934161, 410863622139412482, 584239778740961299]"
700918,2023-08-26,African Clearing (Random civs),"[692780064106086420, 699611550423711766, 410863622139412482, 584450667897290784]","[716142389902704691, 313042064332029952, 635033349206966277, 715438374357434401]"
700875,2023-08-26,Runestones( Random Civs),"[313042064332029952, 699611550423711766, 410863622139412482, 635033349206966277]","[716142389902704691, 692780064106086420, 715438374357434401, 510692606913806340]"
700663,2023-08-26,Hamburger(Random Civs),"[313042064332029952, 725758030221934692, 394425164231868416, 849334461773774928]","[699611550423711766, 401748724021329920, 410863622139412482, 510692606913806340]"
700624,2023-08-26,4 lakes (Random civs),"[313042064332029952, 699611550423711766, 410863622139412482, 945283728643608619]","[725758030221934692, 401748724021329920, 394425164231868416, 715438374357434401]"
700557,2023-08-26,Land Nomad (Random Civs),"[401748724021329920, 394425164231868416, 849334461773774928, 584239778740961299]","[410863622139412482, 510692606913806340, 698943503509618729, 715438374357434401]"
700529,2023-08-26,Golden Pit,"[313042064332029952, 699611550423711766, 725758030221934692, 945283728643608619]","[401748724021329920, 410863622139412482, 223875529600663552, 715438374357434401]"
700037,2023-08-25,Hideout(Random Civs),"[716142389902704691, 410863622139412482, 697862073173934161, 568705990489276426]","[692780064106086420, 714677532665839667, 699611550423711766, 697860695550722089]"
699947,2023-08-25,Nomad (Random Civs),"[699611550423711766, 410863622139412482, 697862073173934161, 568705990489276426]","[716142389902704691, 692780064106086420, 463259002596360203, 697860695550722089]"
699947,2023-08-25,Nomad (Random Civs),"[317357930796023828, 410863622139412482, 697862073173934161, 568705990489276426]","[716142389902704691, 692780064106086420, 463259002596360203, 697860695550722089]"
699947,2023-08-25,Nomad (Random Civs),"[699611550423711766, 410863622139412482, 697862073173934161, 568705990489276426]","[716142389902704691, 692780064106086420, 463259002596360203, 697860695550722089]"
699902,2023-08-25,Runestones( Random Civs),"[716142389902704691, 699611550423711766, 715438374357434401, 698943503509618729]","[692780064106086420, 317357930796023828, 463259002596360203, 767743114575085628]"
699872,2023-08-25,Arabia,"[410863622139412482, 697862073173934161, 439339450770653185, 510692606913806340]","[716142389902704691, 695309066771365970, 714793302582362162, 944589553598095362]"
699838,2023-08-25,Ghost Lake,"[317357930796023828, 699611550423711766, 584239778740961299, 697860695550722089]","[692780064106086420, 849334461773774928, 715438374357434401, 767743114575085628]"
699810,2023-08-25,Oasis(Random Civs),"[716142389902704691, 695309066771365970, 714793302582362162, 568705990489276426]","[697862073173934161, 439339450770653185, 944589553598095362, 510692606913806340]"
699796,2023-08-25,Mega Random (Random Civs),"[692780064106086420, 849334461773774928, 635033349206966277, 715438374357434401]","[317357930796023828, 703469910138814515, 767743114575085628, 584239778740961299]"
699785,2023-08-25,Golden Pit,"[699611550423711766, 725758030221934692, 695309066771365970, 568705990489276426]","[697862073173934161, 439339450770653185, 944589553598095362, 510692606913806340]"
699767,2023-08-25,Nomad (Random Civs),"[692780064106086420, 703469910138814515, 714793302582362162, 849334461773774928]","[317357930796023828, 401748724021329920, 394425164231868416, 635033349206966277]"
699761,2023-08-25,African Clearing (Random civs),"[697862073173934161, 439339450770653185, 944589553598095362, 510692606913806340]","[699611550423711766, 725758030221934692, 695309066771365970, 568705990489276426]"
699757,2023-08-25,Golden Lakes (Random Civs),"[401748724021329920, 703469910138814515, 714793302582362162, 849334461773774928]","[317357930796023828, 754608550721880144, 394425164231868416, 635033349206966277]"
699721,2023-08-25,Steppe,"[697862073173934161, 725758030221934692, 695309066771365970, 715438374357434401]","[692780064106086420, 439339450770653185, 699611550423711766, 584239778740961299]"
699713,2023-08-25,Hideout(Random Civs),"[401748724021329920, 703469910138814515, 394425164231868416, 584450667897290784]","[410863622139412482, 944589553598095362, 714793302582362162, 635033349206966277]"
699689,2023-08-25,Land Nomad (Random Civs),"[439339450770653185, 699611550423711766, 725758030221934692, 584239778740961299]","[692780064106086420, 697862073173934161, 715438374357434401, 568705990489276426]"
699656,2023-08-25,Land Nomad (Random Civs),"[410863622139412482, 703469910138814515, 510692606913806340, 635033349206966277]","[401748724021329920, 695309066771365970, 394425164231868416, 584450667897290784]"
699628,2023-08-25,Black Forest (Random Civs),"[714677532665839667, 703469910138814515, 394425164231868416, 584239778740961299]","[401748724021329920, 695309066771365970, 635033349206966277, 584450667897290784]"
698814,2023-08-24,Steppe,"[716142389902704691, 635025856313557033, 510692606913806340, 568705990489276426]","[410863622139412482, 699611550423711766, 695309066771365970, 715438374357434401]"
698779,2023-08-24,Arena (Random civs),"[635025856313557033, 695309066771365970, 510692606913806340, 568705990489276426]","[410863622139412482, 439339450770653185, 714793302582362162, 503759402206101545]"
698747,2023-08-24,Arabia,"[439339450770653185, 714793302582362162, 510692606913806340, 503759402206101545]","[695309066771365970, 699611550423711766, 715438374357434401, 698943503509618729]"
698745,2023-08-24,Arabia,"[439339450770653185, 510692606913806340, 503759402206101545, 715438374357434401]","[699611550423711766, 714793302582362162, 635033349206966277, 698943503509618729]"
698707,2023-08-24,African Clearing (Random civs),"[697862073173934161, 754608550721880144, 509251341105889280, 584450667897290784]","[635025856313557033, 703469910138814515, 568705990489276426, 584239778740961299]"
698684,2023-08-24,Land Nomad (Random Civs),"[635025856313557033, 509251341105889280, 568705990489276426, 584239778740961299]","[703469910138814515, 754608550721880144, 635033349206966277, 584450667897290784]"
698652,2023-08-24,Golden Lakes (Random Civs),"[439339450770653185, 699611550423711766, 714793302582362162, 635033349206966277]","[697862073173934161, 695309066771365970, 703469910138814515, 584450667897290784]"
698576,2023-08-24,Enclosed- Random Civs,"[695309066771365970, 703469910138814515, 635033349206966277, 584450667897290784]","[699611550423711766, 410863622139412482, 944589553598095362, 584239778740961299]"
697778,2023-08-23,Oasis(Random Civs),"[692780064106086420, 699611550423711766, 470492953983582219, 568705990489276426]","[714677532665839667, 410863622139412482, 509251341105889280, 503759402206101545]"
697668,2023-08-23,Amazon Tunnel(Random Civs),"[410863622139412482, 699611550423711766, 503759402206101545, 463259002596360203]","[692780064106086420, 470492953983582219, 715438374357434401, 568705990489276426]"
697595,2023-08-23,Hideout(Random Civs),"[410863622139412482, 470492953983582219, 714793302582362162, 463259002596360203]","[714677532665839667, 754608550721880144, 509251341105889280, 510692606913806340]"
697558,2023-08-23,Runestones( Random Civs),"[439339450770653185, 725758030221934692, 849334461773774928, 635033349206966277]","[695309066771365970, 699611550423711766, 703469910138814515, 503759402206101545]"
697552,2023-08-23,Nomad (Random Civs),"[714677532665839667, 697862073173934161, 754608550721880144, 715438374357434401]","[635025856313557033, 470492953983582219, 714793302582362162, 698943503509618729]"
697507,2023-08-23,4 lakes (Random civs),"[635025856313557033, 697862073173934161, 714793302582362162, 715438374357434401]","[439339450770653185, 725758030221934692, 470492953983582219, 754608550721880144]"
697496,2023-08-23,Land Nomad (Random Civs),"[695309066771365970, 849334461773774928, 503759402206101545, 584450667897290784]","[699611550423711766, 703469910138814515, 635033349206966277, 584239778740961299]"
697468,2023-08-23,Arabia,"[439339450770653185, 725758030221934692, 470492953983582219, 715438374357434401]","[635025856313557033, 697862073173934161, 714793302582362162, 767743114575085628]"
697439,2023-08-23,Arena (Random civs),"[692780064106086420, 635033349206966277, 503759402206101545, 584450667897290784]","[699611550423711766, 703469910138814515, 849334461773774928, 584239778740961299]"
697421,2023-08-23,Land Madness,"[697862073173934161, 725758030221934692, 703469910138814515, 510692606913806340]","[692780064106086420, 699611550423711766, 849334461773774928, 715438374357434401]"
697387,2023-08-23,Kawasan (Random Civs),"[714677532665839667, 699611550423711766, 703469910138814515, 584450667897290784]","[695309066771365970, 410863622139412482, 944589553598095362, 715438374357434401]"
697371,2023-08-23,Arena (Random civs),"[410863622139412482, 703469910138814515, 944589553598095362, 715438374357434401]","[714677532665839667, 695309066771365970, 510692606913806340, 584450667897290784]"
696419,2023-08-22,Black Forest (Random Civs),"[440357833255682058, 697862073173934161, 470492953983582219, 697860695550722089]","[410863622139412482, 699611550423711766, 714793302582362162, 715438374357434401]"
696419,2023-08-22,Black Forest (Random Civs),"[440357833255682058, 697862073173934161, 470492953983582219, 697860695550722089]","[410863622139412482, 699611550423711766, 714793302582362162, 510692606913806340]"
696364,2023-08-22,African Clearing (Random civs),"[635025856313557033, 697862073173934161, 470492953983582219, 697860695550722089]","[410863622139412482, 699611550423711766, 714793302582362162, 510692606913806340]"
696331,2023-08-22,Hideout(Random Civs),"[314461722817593345, 470492953983582219, 542430914836168744, 715438374357434401]","[635025856313557033, 410863622139412482, 695309066771365970, 699611550423711766]"
696288,2023-08-22,Coastal Forest (Random Civs),"[635025856313557033, 410863622139412482, 695309066771365970, 703469910138814515]","[314461722817593345, 699611550423711766, 542430914836168744, 767743114575085628]"
696261,2023-08-22,Hamburger(Random Civs),"[714793302582362162, 754608550721880144, 510692606913806340, 635033349206966277]","[439339450770653185, 849334461773774928, 698943503509618729, 584239778740961299]"
696256,2023-08-22,Crater,"[635025856313557033, 697862073173934161, 725758030221934692, 699611550423711766]","[314461722817593345, 703469910138814515, 542430914836168744, 767743114575085628]"
696254,2023-08-22,Black Forest (Random Civs),"[439339450770653185, 714793302582362162, 849334461773774928, 698943503509618729]","[697862073173934161, 542430914836168744, 754608550721880144, 510692606913806340]"
696225,2023-08-22,Oasis(Random Civs),"[314461722817593345, 542430914836168744, 635033349206966277, 767743114575085628]","[635025856313557033, 725758030221934692, 699611550423711766, 703469910138814515]"
696172,2023-08-22,Nomad (Random Civs),"[697862073173934161, 714793302582362162, 849334461773774928, 715438374357434401]","[439339450770653185, 703469910138814515, 542430914836168744, 584239778740961299]"
696131,2023-08-22,Runestones( Random Civs),"[699611550423711766, 703469910138814515, 470492953983582219, 510692606913806340]","[410863622139412482, 695309066771365970, 635033349206966277, 698943503509618729]"
696089,2023-08-22,Arena (Random civs),"[695309066771365970, 703469910138814515, 714793302582362162, 584239778740961299]","[410863622139412482, 635033349206966277, 698943503509618729, 715438374357434401]"
695185,2023-08-21,Land Nomad (Random Civs),"[440357833255682058, 697862073173934161, 510692606913806340, 568705990489276426]","[749079044917690388, 723567999784583239, 503759402206101545, 715438374357434401]"
695135,2023-08-21,African Clearing (Random civs),"[749079044917690388, 410863622139412482, 714793302582362162, 503759402206101545]","[697862073173934161, 699611550423711766, 470492953983582219, 463259002596360203]"
695071,2023-08-21,Hideout(Random Civs),"[439339450770653185, 697862073173934161, 510692606913806340, 568705990489276426]","[410863622139412482, 714793302582362162, 715438374357434401, 463259002596360203]"
695035,2023-08-21,Oasis(Random Civs),"[440357833255682058, 695309066771365970, 699611550423711766, 503759402206101545]","[410863622139412482, 749079044917690388, 470492953983582219, 463259002596360203]"
695012,2023-08-21,Golden Lakes (Random Civs),"[695309066771365970, 714793302582362162, 698943503509618729, 568705990489276426]","[439339450770653185, 463259002596360203, 715438374357434401, 510692606913806340]"
694990,2023-08-21,African Clearing (Random civs),"[542430914836168744, 698943503509618729, 463259002596360203, 715438374357434401]","[695309066771365970, 470492953983582219, 767743114575085628, 584239778740961299]"
694955,2023-08-21,Enclosed- Random Civs,"[470492953983582219, 703469910138814515, 715438374357434401, 584239778740961299]","[695309066771365970, 698943503509618729, 463259002596360203, 767743114575085628]"
694952,2023-08-21,Runestones( Random Civs),"[749079044917690388, 699611550423711766, 714793302582362162, 568705990489276426]","[439339450770653185, 849334461773774928, 509251341105889280, 503759402206101545]"
694918,2023-08-21,Arena (Random civs),"[699611550423711766, 703469910138814515, 509251341105889280, 568705990489276426]","[439339450770653185, 849334461773774928, 714793302582362162, 503759402206101545]"
694886,2023-08-21,Team Acropolis (Random Civs),"[699611550423711766, 470492953983582219, 703469910138814515, 463259002596360203]","[410863622139412482, 749079044917690388, 695309066771365970, 584239778740961299]"
694842,2023-08-21,African Clearing (Random civs),"[410863622139412482, 695309066771365970, 510692606913806340, 584239778740961299]","[725758030221934692, 509251341105889280, 849334461773774928, 568705990489276426]"
693954,2023-08-20,Mega Random (Random Civs),"[410863622139412482, 512487301717295104, 470492953983582219, 715438374357434401]","[692780064106086420, 749079044917690388, 463259002596360203, 510692606913806340]"
693951,2023-08-20,Mega Random (Random Civs),"[692780064106086420, 410863622139412482, 512487301717295104, 510692606913806340]","[635025856313557033, 749079044917690388, 470492953983582219, 463259002596360203]"
693946,2023-08-20,Mega Random (Random Civs),"[692780064106086420, 512487301717295104, 463259002596360203, 510692606913806340]","[749079044917690388, 410863622139412482, 1064104070329159691, 849334461773774928]"
693925,2023-08-20,Arabia,"[749079044917690388, 410863622139412482, 463259002596360203, 510692606913806340]","[635025856313557033, 1064104070329159691, 849334461773774928, 714793302582362162]"
693916,2023-08-20,Oasis(Random Civs),"[692780064106086420, 635025856313557033, 699611550423711766, 463259002596360203]","[314461722817593345, 1064104070329159691, 849334461773774928, 568705990489276426]"
693910,2023-08-20,4 lakes (Random civs),"[716142389902704691, 703469910138814515, 503759402206101545, 510692606913806340]","[749079044917690388, 410863622139412482, 754608550721880144, 714793302582362162]"
693901,2023-08-20,Runestones( Random Civs),"[314461722817593345, 849334461773774928, 463259002596360203, 568705990489276426]","[692780064106086420, 725758030221934692, 699611550423711766, 715438374357434401]"
