match_id,date,map,team_a_players,team_b_players
1082999,2024-12-08,Golden Pit,"[431327099480047626, 401748724021329920, 584450667897290784, 304272299534581762]","[386965257660399619, 697862073173934161, 542430914836168744, 394425164231868416]"
1082971,2024-12-08,Arena (Random civs),"[431327099480047626, 697862073173934161, 394425164231868416, 715438374357434401]","[386965257660399619, 348849437101260801, 849334461773774928, 635033349206966277]"
1082952,2024-12-08,Arena (Random civs),"[401748724021329920, 699611550423711766, 1229885069217370293, 584239778740961299]","[542430914836168744, 512487301717295104, 304272299534581762, 945283728643608619]"
1082931,2024-12-08,Arena Island (NC Zone) (Random Civs),"[401748724021329920, 699611550423711766, 394425164231868416, 321600706769584128]","[697862073173934161, 849334461773774928, 463259002596360203, 715438374357434401]"
1082917,2024-12-08,Land Madness,"[849334461773774928, 512487301717295104, 304272299534581762, 1291708538573291523]","[401748724021329920, 700792986937589781, 463259002596360203, 584239778740961299]"
1082905,2024-12-08,Oasis(Random Civs),"[495896198444613643, 699611550423711766, 945283728643608619, 321600706769584128]","[401748724021329920, 394425164231868416, 463259002596360203, 1229885069217370293]"
1082900,2024-12-08,Nomad (Random Civs),"[495896198444613643, 849334461773774928, 714793302582362162, 503759402206101545]","[401748724021329920, 697862073173934161, 699611550423711766, 1229885069217370293]"
1082594,2024-12-07,4 lakes (Random civs),"[386965257660399619, 512487301717295104, 714793302582362162, 715438374357434401]","[470492953983582219, 635025856313557033, 714677532665839667, 568705990489276426]"
1082555,2024-12-07,Runestones( Random Civs),"[714677532665839667, 512487301717295104, 714793302582362162, 568705990489276426]","[317357930796023828, 542430914836168744, 463259002596360203, 945283728643608619]"
1082531,2024-12-07,Hideout(Random Civs),"[317357930796023828, 542430914836168744, 631896735337152525, 463259002596360203]","[635025856313557033, 695309066771365970, 512487301717295104, 715438374357434401]"
1082522,2024-12-07,Valley,"[495896198444613643, 714793302582362162, 700792986937589781, 697860695550722089]","[699611550423711766, 849334461773774928, 584450667897290784, 568705990489276426]"
1082518,2024-12-07,Enclosed- Random Civs,"[317357930796023828, 695309066771365970, 542430914836168744, 715438374357434401]","[697862073173934161, 635025856313557033, 512487301717295104, 631896735337152525]"
1082492,2024-12-07,Ghost Lake,"[699611550423711766, 849334461773774928, 584450667897290784, 568705990489276426]","[495896198444613643, 700792986937589781, 1291708538573291523, 945283728643608619]"
1082351,2024-12-07,African Clearing (Random Civs),"[1286707470802227285, 401748724021329920, 695309066771365970, 503759402206101545]","[431327099480047626, 317357930796023828, 394425164231868416, 321600706769584128]"
1082353,2024-12-07,Land Nomad (Random Civs),"[699611550423711766, 542430914836168744, 358570022400032768, 635033349206966277]","[635025856313557033, 512487301717295104, 714793302582362162, 715438374357434401]"
1082329,2024-12-07,Team Acropolis (Random Civs),"[317357930796023828, 695309066771365970, 394425164231868416, 503759402206101545]","[386965257660399619, 401748724021329920, 635033349206966277, 321600706769584128]"
1082319,2024-12-07,African Clearing (Random Civs),"[695309066771365970, 394425164231868416, 503759402206101545, 635033349206966277]","[401748724021329920, 317357930796023828, 386965257660399619, 1229885069217370293]"
1082319,2024-12-07,African Clearing (Random Civs),"[695309066771365970, 394425164231868416, 503759402206101545, 635033349206966277]","[401748724021329920, 317357930796023828, 759153260136366131, 1229885069217370293]"
1082319,2024-12-07,African Clearing (Random Civs),"[695309066771365970, 394425164231868416, 503759402206101545, 635033349206966277]","[401748724021329920, 317357930796023828, 759153260136366131, 321600706769584128]"
1082300,2024-12-07,Team Islands,"[697862073173934161, 699611550423711766, 542430914836168744, 714793302582362162]","[431327099480047626, 512487301717295104, 715438374357434401, 584239778740961299]"
1082292,2024-12-07,Arabia,"[401748724021329920, 635025856313557033, 503759402206101545, 321600706769584128]","[317357930796023828, 695309066771365970, 635033349206966277, 759153260136366131]"
1082289,2024-12-07,Arena (Random civs),"[386965257660399619, 1286707470802227285, 700792986937589781, 1229885069217370293]","[431327099480047626, 699611550423711766, 394425164231868416, 584239778740961299]"
1082281,2024-12-07,Regicide Fortress (Random Civs),"[401748724021329920, 697862073173934161, 503759402206101545, 767743114575085628]","[703469910138814515, 695309066771365970, 635033349206966277, 759153260136366131]"
1082250,2024-12-07,Haboob (Random Civs),"[401748724021329920, 697862073173934161, 503759402206101545, 584239778740961299]","[703469910138814515, 394425164231868416, 635033349206966277, 759153260136366131]"
1082242,2024-12-07,Haboob (Random Civs),"[401748724021329920, 695309066771365970, 635033349206966277, 759153260136366131]","[703469910138814515, 697862073173934161, 503759402206101545, 767743114575085628]"
1082215,2024-12-07,Golden Lakes (Random Civs),"[1286707470802227285, 703469910138814515, 695309066771365970, 394425164231868416]","[332985391546236928, 401748724021329920, 635033349206966277, 1229885069217370293]"
1082200,2024-12-07,Crater,"[386965257660399619, 697862073173934161, 635033349206966277, 759153260136366131]","[1286707470802227285, 695309066771365970, 700792986937589781, 503759402206101545]"
1082180,2024-12-07,Kawasan (Random Civs),"[317357930796023828, 394425164231868416, 223875529600663552, 503759402206101545]","[401748724021329920, 699611550423711766, 700792986937589781, 715438374357434401]"
1082166,2024-12-07,Runestones( Random Civs),"[386965257660399619, 401748724021329920, 394425164231868416, 584239778740961299]","[470492953983582219, 317357930796023828, 699611550423711766, 223875529600663552]"
1082154,2024-12-07,Land Madness,"[699611550423711766, 223875529600663552, 503759402206101545, 715438374357434401]","[317357930796023828, 394425164231868416, 700792986937589781, 767743114575085628]"
1082142,2024-12-07,Nomad (Random Civs),"[401748724021329920, 635025856313557033, 699611550423711766, 394425164231868416]","[1286707470802227285, 470492953983582219, 317357930796023828, 584239778740961299]"
1082141,2024-12-07,Haboob (Random Civs),"[1286707470802227285, 635025856313557033, 699611550423711766, 394425164231868416]","[470492953983582219, 401748724021329920, 317357930796023828, 503759402206101545]"
1082138,2024-12-07,Kawasan (Random Civs),"[386965257660399619, 470492953983582219, 401748724021329920, 584239778740961299]","[1286707470802227285, 725758030221934692, 635025856313557033, 699611550423711766]"
1082127,2024-12-07,Steppe (Random Civs),"[317357930796023828, 725758030221934692, 635025856313557033, 699611550423711766]","[386965257660399619, 401748724021329920, 394425164231868416, 584239778740961299]"
1082103,2024-12-07,Hideout(Random Civs),"[470492953983582219, 401748724021329920, 715438374357434401, 767743114575085628]","[635025856313557033, 699611550423711766, 394425164231868416, 584239778740961299]"
1082090,2024-12-07,Hideout(Random Civs),"[284337490712592386, 401748724021329920, 394425164231868416, 715438374357434401]","[386965257660399619, 635025856313557033, 699611550423711766, 584239778740961299]"
1081652,2024-12-06,Enclosed- Random Civs,"[317357930796023828, 584450667897290784, 503759402206101545, 584239778740961299]","[697862073173934161, 723567999784583239, 698943503509618729, 715438374357434401]"
1081569,2024-12-06,Arena Island (NC Zone) (Random Civs),"[431327099480047626, 695309066771365970, 715438374357434401, 584239778740961299]","[703469910138814515, 317357930796023828, 394425164231868416, 849334461773774928]"
1081554,2024-12-06,Golden Pit,"[703469910138814515, 317357930796023828, 394425164231868416, 849334461773774928]","[692780064106086420, 1286707470802227285, 358570022400032768, 584239778740961299]"
1081537,2024-12-06,Arena Island (NC Zone) (Random Civs),"[692780064106086420, 568857045080473601, 394425164231868416, 584239778740961299]","[725758030221934692, 317357930796023828, 695309066771365970, 635025856313557033]"
1081529,2024-12-06,Enclosed- Random Civs,"[568857045080473601, 695309066771365970, 394425164231868416, 584239778740961299]","[692780064106086420, 317357930796023828, 631896735337152525, 1229885069217370293]"
1081522,2024-12-06,Socotra (Random Civs),"[568857045080473601, 401748724021329920, 631896735337152525, 1229885069217370293]","[1286707470802227285, 317357930796023828, 394425164231868416, 584239778740961299]"
1081078,2024-12-05,Mega Random (Random Civs),"[657452537506562069, 509251341105889280, 631896735337152525, 463259002596360203]","[522200099783311360, 470492953983582219, 695309066771365970, 714793302582362162]"
1081067,2024-12-05,Valley,"[1286707470802227285, 470492953983582219, 317357930796023828, 631896735337152525]","[522200099783311360, 635025856313557033, 699611550423711766, 714793302582362162]"
1081049,2024-12-05,Oasis(Random Civs),"[317357930796023828, 695309066771365970, 509251341105889280, 699611550423711766]","[657452537506562069, 714793302582362162, 463259002596360203, 635033349206966277]"
1081036,2024-12-05,4 lakes (Random civs),"[699611550423711766, 714793302582362162, 463259002596360203, 698943503509618729]","[725758030221934692, 697862073173934161, 715438374357434401, 635033349206966277]"
1081006,2024-12-05,Land Nomad (Random Civs),"[725758030221934692, 223875529600663552, 698943503509618729, 635033349206966277]","[699611550423711766, 697862073173934161, 714793302582362162, 945283728643608619]"
1081000,2024-12-05,Land Nomad (Random Civs),"[703469910138814515, 317357930796023828, 695309066771365970, 631896735337152525]","[568857045080473601, 509251341105889280, 849334461773774928, 723567999784583239]"
1080993,2024-12-05,Arabia,"[317357930796023828, 695309066771365970, 509251341105889280, 849334461773774928]","[568857045080473601, 703469910138814515, 631896735337152525, 723567999784583239]"
1080989,2024-12-05,Regicide Fortress (Random Civs),"[725758030221934692, 697862073173934161, 635033349206966277, 584239778740961299]","[699611550423711766, 223875529600663552, 714793302582362162, 715438374357434401]"
1080968,2024-12-05,Arena (Random civs),"[522200099783311360, 317357930796023828, 849334461773774928, 631896735337152525]","[568857045080473601, 703469910138814515, 695309066771365970, 723567999784583239]"
1080433,2024-12-04,Runestones( Random Civs),"[635025856313557033, 509251341105889280, 463259002596360203, 715438374357434401]","[695309066771365970, 699611550423711766, 849334461773774928, 1229885069217370293]"
1080410,2024-12-04,Nomad (Random Civs),"[725758030221934692, 584450667897290784, 1229885069217370293, 1291708538573291523]","[695309066771365970, 849334461773774928, 759153260136366131, 321600706769584128]"
1080388,2024-12-04,Land Madness,"[635025856313557033, 509251341105889280, 584450667897290784, 945283728643608619]","[725758030221934692, 754608550721880144, 715438374357434401, 568705990489276426]"
1080377,2024-12-04,African Clearing (Random Civs),"[657452537506562069, 849334461773774928, 723567999784583239, 759153260136366131]","[1286707470802227285, 317357930796023828, 695309066771365970, 698943503509618729]"
1080360,2024-12-04,African Clearing (Random Civs),"[697862073173934161, 223875529600663552, 568705990489276426, 945283728643608619]","[754608550721880144, 700792986937589781, 584450667897290784, 321600706769584128]"
1080344,2024-12-04,Hideout(Random Civs),"[290027208846868482, 700792986937589781, 584450667897290784, 321600706769584128]","[697862073173934161, 754608550721880144, 568705990489276426, 945283728643608619]"
1080342,2024-12-04,Steppe (Random Civs),"[703469910138814515, 317357930796023828, 631896735337152525, 714793302582362162]","[1286707470802227285, 695309066771365970, 723567999784583239, 759153260136366131]"
1080318,2024-12-04,Arena Island (NC Zone) (Random Civs),"[238042803093897216, 754608550721880144, 945283728643608619, 321600706769584128]","[470492953983582219, 697862073173934161, 568705990489276426, 584239778740961299]"
1080315,2024-12-04,Valley,"[431327099480047626, 358570022400032768, 631896735337152525, 723567999784583239]","[1286707470802227285, 317357930796023828, 695309066771365970, 759153260136366131]"
1080297,2024-12-04,Enclosed- Random Civs,"[725758030221934692, 317357930796023828, 568705990489276426, 321600706769584128]","[470492953983582219, 631896735337152525, 759153260136366131, 584239778740961299]"
1079877,2024-12-03,Kawasan (Random Civs),"[695309066771365970, 699611550423711766, 631896735337152525, 463259002596360203]","[317357930796023828, 635025856313557033, 700792986937589781, 1229885069217370293]"
1079856,2024-12-03,Oasis(Random Civs),"[703469910138814515, 700792986937589781, 720985032155594802, 945283728643608619]","[317357930796023828, 699611550423711766, 715438374357434401, 321600706769584128]"
1079843,2024-12-03,4 lakes (Random civs),"[1286707470802227285, 463259002596360203, 568705990489276426, 1229885069217370293]","[695309066771365970, 584450667897290784, 714793302582362162, 635033349206966277]"
1079820,2024-12-03,Land Nomad (Random Civs),"[725758030221934692, 699611550423711766, 700792986937589781, 321600706769584128]","[703469910138814515, 223875529600663552, 715438374357434401, 584239778740961299]"
1079816,2024-12-03,Ghost Lake,"[317357930796023828, 697862073173934161, 635033349206966277, 568705990489276426]","[695309066771365970, 584450667897290784, 714793302582362162, 759153260136366131]"
1079797,2024-12-03,Haboob (Random Civs),"[703469910138814515, 699611550423711766, 223875529600663552, 321600706769584128]","[495896198444613643, 503759402206101545, 698943503509618729, 945283728643608619]"
1079789,2024-12-03,Mega Random (Random Civs),"[695309066771365970, 635025856313557033, 568705990489276426, 584239778740961299]","[697862073173934161, 584450667897290784, 714793302582362162, 759153260136366131]"
1079781,2024-12-03,Valley,"[697862073173934161, 584450667897290784, 714793302582362162, 759153260136366131]","[695309066771365970, 223875529600663552, 631896735337152525, 568705990489276426]"
1079779,2024-12-03,Valley,"[695309066771365970, 697862073173934161, 759153260136366131, 568705990489276426]","[394425164231868416, 223875529600663552, 584450667897290784, 714793302582362162]"
1079774,2024-12-03,Nomad (Random Civs),"[703469910138814515, 725758030221934692, 317357930796023828, 1229885069217370293]","[495896198444613643, 699611550423711766, 304272299534581762, 503759402206101545]"
1079759,2024-12-03,Runestones( Random Civs),"[697862073173934161, 631896735337152525, 759153260136366131, 1291708538573291523]","[394425164231868416, 584450667897290784, 714793302582362162, 568705990489276426]"
1079749,2024-12-03,Golden Lakes (Random Civs),"[811413902176419860, 317357930796023828, 304272299534581762, 584239778740961299]","[695309066771365970, 635025856313557033, 358570022400032768, 503759402206101545]"
1079726,2024-12-03,Land Madness,"[635025856313557033, 697862073173934161, 759153260136366131, 321600706769584128]","[394425164231868416, 584450667897290784, 714793302582362162, 631896735337152525]"
1079213,2024-12-02,African Clearing (Random Civs),"[697862073173934161, 635025856313557033, 695309066771365970, 321600706769584128]","[703469910138814515, 699611550423711766, 304272299534581762, 714793302582362162]"
1079193,2024-12-02,Serengeti,"[1286707470802227285, 695309066771365970, 304272299534581762, 321600706769584128]","[703469910138814515, 635025856313557033, 714793302582362162, 1291708538573291523]"
1079163,2024-12-02,Hideout(Random Civs),"[703469910138814515, 635025856313557033, 695309066771365970, 700792986937589781]","[431327099480047626, 714793302582362162, 631896735337152525, 304272299534581762]"
1079147,2024-12-02,Land Nomad (Random Civs),"[811413902176419860, 635025856313557033, 695309066771365970, 321600706769584128]","[1286707470802227285, 703469910138814515, 631896735337152525, 568705990489276426]"
1078655,2024-12-01,Steppe (Random Civs),"[725758030221934692, 635025856313557033, 568705990489276426, 1291708538573291523]","[697862073173934161, 223875529600663552, 463259002596360203, 304272299534581762]"
1078631,2024-12-01,Steppe (Random Civs),"[725758030221934692, 635025856313557033, 697862073173934161, 754608550721880144]","[386965257660399619, 1286707470802227285, 463259002596360203, 568705990489276426]"
1078588,2024-12-01,Golden Pit,"[386965257660399619, 635025856313557033, 304272299534581762, 568705990489276426]","[1286707470802227285, 703469910138814515, 695309066771365970, 859238363252523038]"
1078553,2024-12-01,Enclosed- Random Civs,"[431327099480047626, 463259002596360203, 635033349206966277, 568705990489276426]","[635025856313557033, 695309066771365970, 697862073173934161, 631896735337152525]"
1078519,2024-12-01,Arena (Random civs),"[1286707470802227285, 703469910138814515, 631896735337152525, 304272299534581762]","[495896198444613643, 695309066771365970, 463259002596360203, 635033349206966277]"
1078494,2024-12-01,Oasis(Random Civs),"[431327099480047626, 1286707470802227285, 697862073173934161, 635033349206966277]","[495896198444613643, 703469910138814515, 725758030221934692, 635025856313557033]"
1078455,2024-12-01,Rage Forest (Random Civs),"[697862073173934161, 699611550423711766, 631896735337152525, 635033349206966277]","[695309066771365970, 394425164231868416, 714793302582362162, 503759402206101545]"
1078436,2024-12-01,Arabia,"[699611550423711766, 394425164231868416, 503759402206101545, 767743114575085628]","[635025856313557033, 714793302582362162, 631896735337152525, 635033349206966277]"
1078425,2024-12-01,Hideout(Random Civs),"[703469910138814515, 697862073173934161, 631896735337152525, 767743114575085628]","[635025856313557033, 394425164231868416, 503759402206101545, 714793302582362162]"
1078402,2024-12-01,Ghost Lake,"[703469910138814515, 410863622139412482, 503759402206101545, 635033349206966277]","[725758030221934692, 699611550423711766, 714793302582362162, 304272299534581762]"
1078394,2024-12-01,Valley,"[703469910138814515, 410863622139412482, 699611550423711766, 635033349206966277]","[1286707470802227285, 725758030221934692, 503759402206101545, 304272299534581762]"
1078384,2024-12-01,Kawasan (Random Civs),"[431327099480047626, 394425164231868416, 714793302582362162, 635033349206966277]","[1286707470802227285, 635025856313557033, 223875529600663552, 503759402206101545]"
1078354,2024-12-01,4 lakes (Random civs),"[431327099480047626, 714793302582362162, 304272299534581762, 1229885069217370293]","[1286707470802227285, 410863622139412482, 699611550423711766, 584239778740961299]"
1078331,2024-12-01,Mega Random (Random Civs),"[470492953983582219, 699611550423711766, 635033349206966277, 767743114575085628]","[635025856313557033, 394425164231868416, 503759402206101545, 715438374357434401]"
1078313,2024-12-01,Golden Lakes (Random Civs),"[410863622139412482, 754608550721880144, 394425164231868416, 584239778740961299]","[470492953983582219, 723567999784583239, 714793302582362162, 304272299534581762]"
1078301,2024-12-01,Runestones( Random Civs),"[470492953983582219, 635025856313557033, 410863622139412482, 714793302582362162]","[495896198444613643, 754608550721880144, 223875529600663552, 715438374357434401]"
1078297,2024-12-01,Mega Random (Random Civs),"[635025856313557033, 410863622139412482, 223875529600663552, 714793302582362162]","[495896198444613643, 754608550721880144, 715438374357434401, 584239778740961299]"
1077741,2024-11-30,African Clearing (Random Civs),"[695309066771365970, 512487301717295104, 223875529600663552, 715438374357434401]","[697862073173934161, 699611550423711766, 394425164231868416, 568705990489276426]"
1077717,2024-11-30,Nomad (Random Civs),"[697862073173934161, 542430914836168744, 394425164231868416, 568705990489276426]","[725758030221934692, 699611550423711766, 512487301717295104, 584239778740961299]"
1077710,2024-11-30,Ghost Lake,"[314461722817593345, 317357930796023828, 223875529600663552, 715438374357434401]","[495896198444613643, 1286707470802227285, 573073267766722561, 503759402206101545]"
1077690,2024-11-30,Crater,"[697862073173934161, 699611550423711766, 698943503509618729, 568705990489276426]","[725758030221934692, 512487301717295104, 394425164231868416, 584239778740961299]"
1077688,2024-11-30,Land Madness,"[1286707470802227285, 317357930796023828, 695309066771365970, 223875529600663552]","[495896198444613643, 573073267766722561, 358570022400032768, 503759402206101545]"
1077684,2024-11-30,Arabia,"[495896198444613643, 695309066771365970, 223875529600663552, 503759402206101545]","[1286707470802227285, 573073267766722561, 358570022400032768, 698943503509618729]"
1077681,2024-11-30,Mega Random (Random Civs),"[495896198444613643, 573073267766722561, 358570022400032768, 503759402206101545]","[1286707470802227285, 317357930796023828, 695309066771365970, 223875529600663552]"
1077661,2024-11-30,Land Madness,"[725758030221934692, 697862073173934161, 568705990489276426, 321600706769584128]","[699611550423711766, 512487301717295104, 394425164231868416, 584239778740961299]"
1077639,2024-11-30,Steppe (Random Civs),"[1286707470802227285, 317357930796023828, 697862073173934161, 631896735337152525]","[495896198444613643, 699611550423711766, 754608550721880144, 503759402206101545]"
1077618,2024-11-30,Land Nomad (Random Civs),"[1286707470802227285, 725758030221934692, 304272299534581762, 584239778740961299]","[811413902176419860, 695309066771365970, 394425164231868416, 715438374357434401]"
1077557,2024-11-30,Oasis(Random Civs),"[1286707470802227285, 394425164231868416, 700792986937589781, 635033349206966277]","[317357930796023828, 697862073173934161, 635025856313557033, 584239778740961299]"
1077536,2024-11-30,Golden Pit,"[317357930796023828, 697862073173934161, 635025856313557033, 767743114575085628]","[495896198444613643, 394425164231868416, 700792986937589781, 635033349206966277]"
1077529,2024-11-30,Oasis(Random Civs),"[495896198444613643, 317357930796023828, 697862073173934161, 767743114575085628]","[431327099480047626, 394425164231868416, 700792986937589781, 635033349206966277]"
1077508,2024-11-30,Hideout(Random Civs),"[495896198444613643, 1286707470802227285, 635025856313557033, 700792986937589781]","[332985391546236928, 317357930796023828, 394425164231868416, 584239778740961299]"
1077489,2024-11-30,Arena Island (NC Zone) (Random Civs),"[332985391546236928, 635025856313557033, 1229885069217370293, 635033349206966277]","[495896198444613643, 470492953983582219, 699611550423711766, 700792986937589781]"
1077475,2024-11-30,Kawasan (Random Civs),"[495896198444613643, 725758030221934692, 223875529600663552, 394425164231868416]","[332985391546236928, 635025856313557033, 1229885069217370293, 584239778740961299]"
1077454,2024-11-30,4 lakes (Random civs),"[332985391546236928, 470492953983582219, 223875529600663552, 394425164231868416]","[431327099480047626, 386965257660399619, 699611550423711766, 700792986937589781]"
1077444,2024-11-30,Arena (Random civs),"[470492953983582219, 725758030221934692, 700792986937589781, 584239778740961299]","[754608550721880144, 699611550423711766, 223875529600663552, 394425164231868416]"
1077434,2024-11-30,Hill fort (Random Civs),"[431327099480047626, 754608550721880144, 699611550423711766, 635033349206966277]","[386965257660399619, 470492953983582219, 223875529600663552, 394425164231868416]"
1077413,2024-11-30,Runestones( Random Civs),"[431327099480047626, 443955685227626517, 725758030221934692, 584239778740961299]","[386965257660399619, 470492953983582219, 699611550423711766, 394425164231868416]"
1076969,2024-11-29,Enclosed- Random Civs,"[1286707470802227285, 394425164231868416, 1229885069217370293, 859238363252523038]","[699611550423711766, 698943503509618729, 503759402206101545, 631896735337152525]"
1076934,2024-11-29,African Clearing (Random Civs),"[703469910138814515, 223875529600663552, 394425164231868416, 1229885069217370293]","[495896198444613643, 714793302582362162, 503759402206101545, 631896735337152525]"
1076913,2024-11-29,Nomad (Random Civs),"[703469910138814515, 317357930796023828, 503759402206101545, 715438374357434401]","[714677532665839667, 699611550423711766, 394425164231868416, 631896735337152525]"
1076461,2024-11-28,Golden Lakes (Random Civs),"[386965257660399619, 700792986937589781, 503759402206101545, 767743114575085628]","[716142389902704691, 714793302582362162, 715438374357434401, 568705990489276426]"
1076456,2024-11-28,Golden Lakes (Random Civs),"[386965257660399619, 503759402206101545, 1229885069217370293, 568705990489276426]","[1286707470802227285, 317357930796023828, 1291708538573291523, 767743114575085628]"
1076419,2024-11-28,Land Madness,"[440386346314498093, 238042803093897216, 1286707470802227285, 503759402206101545]","[431327099480047626, 386965257660399619, 317357930796023828, 568705990489276426]"
1076397,2024-11-28,Steppe (Random Civs),"[440386346314498093, 725758030221934692, 317357930796023828, 568705990489276426]","[431327099480047626, 386965257660399619, 715438374357434401, 1291708538573291523]"
1076363,2024-11-28,Regicide Fortress (Random Civs),"[754608550721880144, 304272299534581762, 631896735337152525, 503759402206101545]","[238042803093897216, 635033349206966277, 767743114575085628, 321600706769584128]"
1076352,2024-11-28,Arabia,"[454538560348094466, 317357930796023828, 695309066771365970, 410863622139412482]","[386965257660399619, 495896198444613643, 698943503509618729, 759153260136366131]"
1076342,2024-11-28,Valley,"[725758030221934692, 715438374357434401, 767743114575085628, 321600706769584128]","[304272299534581762, 631896735337152525, 714793302582362162, 1291708538573291523]"
1076329,2024-11-28,Oasis(Random Civs),"[495896198444613643, 317357930796023828, 410863622139412482, 945283728643608619]","[386965257660399619, 1286707470802227285, 759153260136366131, 584239778740961299]"
1076328,2024-11-28,Ghost Lake,"[238042803093897216, 714677532665839667, 631896735337152525, 714793302582362162]","[454538560348094466, 695309066771365970, 304272299534581762, 1229885069217370293]"
1076312,2024-11-28,Arena Island (NC Zone) (Random Civs),"[495896198444613643, 317357930796023828, 410863622139412482, 321600706769584128]","[386965257660399619, 1286707470802227285, 715438374357434401, 584239778740961299]"
1076301,2024-11-28,Steppe (Random Civs),"[386965257660399619, 1286707470802227285, 584239778740961299, 321600706769584128]","[495896198444613643, 410863622139412482, 631896735337152525, 715438374357434401]"
1075823,2024-11-27,Land Nomad (Random Civs),"[317357930796023828, 509251341105889280, 695309066771365970, 723567999784583239]","[657452537506562069, 512487301717295104, 715438374357434401, 767743114575085628]"
1075805,2024-11-27,Hideout(Random Civs),"[716142389902704691, 512487301717295104, 631896735337152525, 568705990489276426]","[657452537506562069, 714793302582362162, 1229885069217370293, 767743114575085628]"
1075793,2024-11-27,Kawasan (Random Civs),"[716142389902704691, 509251341105889280, 631896735337152525, 1229885069217370293]","[573073267766722561, 695309066771365970, 512487301717295104, 714793302582362162]"
1075774,2024-11-27,4 lakes (Random civs),"[725758030221934692, 697862073173934161, 512487301717295104, 698943503509618729]","[716142389902704691, 695309066771365970, 568705990489276426, 321600706769584128]"
1075762,2024-11-27,Land Madness,"[697862073173934161, 635025856313557033, 1229885069217370293, 568705990489276426]","[695309066771365970, 849334461773774928, 512487301717295104, 321600706769584128]"
1075735,2024-11-27,Arena (Random civs),"[573073267766722561, 725758030221934692, 631896735337152525, 1229885069217370293]","[695309066771365970, 697862073173934161, 849334461773774928, 568705990489276426]"
1075714,2024-11-27,Enclosed- Random Civs,"[695309066771365970, 509251341105889280, 568705990489276426, 321600706769584128]","[635025856313557033, 754608550721880144, 631896735337152525, 715438374357434401]"
1075277,2024-11-26,Haboob (Random Civs),"[716142389902704691, 464205461407924225, 714793302582362162, 503759402206101545]","[454538560348094466, 509251341105889280, 699611550423711766, 463259002596360203]"
1075256,2024-11-26,Rage Forest (Random Civs),"[716142389902704691, 714793302582362162, 759153260136366131, 503759402206101545]","[811413902176419860, 695309066771365970, 509251341105889280, 568705990489276426]"
1075224,2024-11-26,African Clearing (Random Civs),"[238042803093897216, 697862073173934161, 463259002596360203, 715438374357434401]","[464205461407924225, 699611550423711766, 700792986937589781, 304272299534581762]"
1075210,2024-11-26,Mega Random (Random Civs),"[811413902176419860, 695309066771365970, 631896735337152525, 568705990489276426]","[296465677114671105, 714793302582362162, 759153260136366131, 503759402206101545]"
1075203,2024-11-26,Golden Lakes (Random Civs),"[238042803093897216, 725758030221934692, 697862073173934161, 732576383208914978]","[386965257660399619, 464205461407924225, 700792986937589781, 715438374357434401]"
1075193,2024-11-26,Runestones( Random Civs),"[695309066771365970, 503759402206101545, 568705990489276426, 1291708538573291523]","[849334461773774928, 304272299534581762, 759153260136366131, 631896735337152525]"
1075191,2024-11-26,Runestones( Random Civs),"[386965257660399619, 697862073173934161, 700792986937589781, 715438374357434401]","[1286707470802227285, 464205461407924225, 635025856313557033, 732576383208914978]"
1075174,2024-11-26,Valley,"[695309066771365970, 849334461773774928, 759153260136366131, 503759402206101545]","[238042803093897216, 304272299534581762, 631896735337152525, 568705990489276426]"
1075168,2024-11-26,Oasis(Random Civs),"[386965257660399619, 703469910138814515, 714793302582362162, 715438374357434401]","[1286707470802227285, 725758030221934692, 697862073173934161, 1291708538573291523]"
1075144,2024-11-26,Ghost Lake,"[703469910138814515, 697862073173934161, 759153260136366131, 503759402206101545]","[238042803093897216, 635025856313557033, 631896735337152525, 568705990489276426]"
1075139,2024-11-26,Arabia,"[695309066771365970, 698943503509618729, 304272299534581762, 321600706769584128]","[849334461773774928, 223875529600663552, 700792986937589781, 584239778740961299]"
1075131,2024-11-26,Golden Pit,"[703469910138814515, 635025856313557033, 568705990489276426, 715438374357434401]","[1286707470802227285, 358570022400032768, 503759402206101545, 321600706769584128]"
1075122,2024-11-26,Golden Lakes (Random Civs),"[703469910138814515, 509251341105889280, 503759402206101545, 568705990489276426]","[1286707470802227285, 394425164231868416, 358570022400032768, 715438374357434401]"
1075104,2024-11-26,Regicide Fortress (Random Civs),"[386965257660399619, 1286707470802227285, 703469910138814515, 1291708538573291523]","[431327099480047626, 509251341105889280, 394425164231868416, 503759402206101545]"
1074754,2024-11-25,Land Nomad (Random Civs),"[695309066771365970, 512487301717295104, 714793302582362162, 568705990489276426]","[509251341105889280, 700792986937589781, 503759402206101545, 715438374357434401]"
1074718,2024-11-25,Arena (Random civs),"[716142389902704691, 700792986937589781, 503759402206101545, 714793302582362162]","[695309066771365970, 697862073173934161, 699611550423711766, 568705990489276426]"
1074718,2024-11-25,Arena (Random civs),"[716142389902704691, 700792986937589781, 503759402206101545, 714793302582362162]","[695309066771365970, 697862073173934161, 699611550423711766, 692780064106086420]"
1074718,2024-11-25,Arena (Random civs),"[716142389902704691, 700792986937589781, 503759402206101545, 568705990489276426]","[695309066771365970, 697862073173934161, 699611550423711766, 692780064106086420]"
1074718,2024-11-25,Arena (Random civs),"[716142389902704691, 700792986937589781, 503759402206101545, 568705990489276426]","[695309066771365970, 697862073173934161, 699611550423711766, 714793302582362162]"
